[1088] [!] FunName: NtQueryBootOptions                                 ServiceID: 00DB
[1088] [!] FunName: NtQueryDebugFilterState                            ServiceID: 00DC
[1088] [!] FunName: NtQueryDefaultLocale                               ServiceID: 00DD
[1088] [!] FunName: NtQueryDefaultUILanguage                           ServiceID: 00DE
[1088] [!] FunName: NtQueryDirectoryFile                               ServiceID: 00DF
[1088] [!] FunName: NtQueryDirectoryObject                             ServiceID: 00E0
[1088] [!] FunName: NtQueryDriverEntryOrder                            ServiceID: 00E1
[1088] [!] FunName: NtQueryEaFile                                      ServiceID: 00E2
[1088] [!] FunName: NtQueryEvent                                       ServiceID: 00E3
[1088] [!] FunName: NtQueryFullAttributesFile                          ServiceID: 00E4
[1088] [!] FunName: NtQueryInformationAtom                             ServiceID: 00E5
[1088] [!] FunName: NtQueryInformationEnlistment                       ServiceID: 00E6
[1088] [!] FunName: NtQueryInformationFile                             ServiceID: 00E7
[1088] [!] FunName: NtQueryInformationJobObject                        ServiceID: 00E8
[1088] [!] FunName: NtQueryInformationPort                             ServiceID: 00E9
[1088] [!] FunName: NtQueryInformationProcess                          ServiceID: 00EA
[1088] [!] FunName: NtQueryInformationResourceManager                  ServiceID: 00EB
[1088] [!] FunName: NtQueryInformationThread                           ServiceID: 00EC
[1088] [!] FunName: NtQueryInformationToken                            ServiceID: 00ED
[1088] [!] FunName: NtQueryInformationTransaction                      ServiceID: 00EE
[1088] [!] FunName: NtQueryInformationTransactionManager               ServiceID: 00EF
[1088] [!] FunName: NtQueryInformationWorkerFactory                    ServiceID: 00F0
[1088] [!] FunName: NtQueryInstallUILanguage                           ServiceID: 00F1
[1088] [!] FunName: NtQueryIntervalProfile                             ServiceID: 00F2
[1088] [!] FunName: NtQueryIoCompletion                                ServiceID: 00F3
[1088] [!] FunName: NtQueryKey                                         ServiceID: 00F4
[1088] [!] FunName: NtQueryLicenseValue                                ServiceID: 00F5
[1088] [!] FunName: NtQueryMultipleValueKey                            ServiceID: 00F6
[1088] [!] FunName: NtQueryMutant                                      ServiceID: 00F7
[1088] [!] FunName: NtQueryObject                                      ServiceID: 00F8
[1088] [!] FunName: NtQueryOpenSubKeys                                 ServiceID: 00F9
[1088] [!] FunName: NtQueryOpenSubKeysEx                               ServiceID: 00FA
[1088] [!] FunName: NtQueryPerformanceCounter                          ServiceID: 00FB
[1088] [!] FunName: NtQueryPortInformationProcess                      ServiceID: 00FC
[1088] [!] FunName: NtQueryQuotaInformationFile                        ServiceID: 00FD
[1088] [!] FunName: NtQuerySection                                     ServiceID: 00FE
[1088] [!] FunName: NtQuerySecurityAttributesToken                     ServiceID: 00FF
[1088] [!] FunName: NtQuerySecurityObject                              ServiceID: 0100
[1088] [!] FunName: NtQuerySemaphore                                   ServiceID: 0101
[1088] [!] FunName: NtQuerySymbolicLinkObject                          ServiceID: 0102
[1088] [!] FunName: NtQuerySystemEnvironmentValue                      ServiceID: 0103
[1088] [!] FunName: NtQuerySystemEnvironmentValueEx                    ServiceID: 0104
[1088] [!] FunName: NtQuerySystemInformation                           ServiceID: 0105
[1088] [!] FunName: NtQuerySystemInformationEx                         ServiceID: 0106
[1088] [!] FunName: NtQuerySystemTime                                  ServiceID: 0107
[1088] [!] FunName: NtQueryTimer                                       ServiceID: 0108
[1088] [!] FunName: NtQueryTimerResolution                             ServiceID: 0109
[1088] [!] FunName: NtQueryValueKey                                    ServiceID: 010A
[1088] [!] FunName: NtQueryVirtualMemory                               ServiceID: 010B
[1088] [!] FunName: NtQueryVolumeInformationFile                       ServiceID: 010C
[1088] [!] FunName: NtQueueApcThread                                   ServiceID: 010D
[1088] [!] FunName: NtQueueApcThreadEx                                 ServiceID: 010E
[1088] [!] FunName: NtRaiseException                                   ServiceID: 010F
[1088] [!] FunName: NtRaiseHardError                                   ServiceID: 0110
[1088] [!] FunName: NtReadFile                                         ServiceID: 0111
[1088] [!] FunName: NtReadFileScatter                                  ServiceID: 0112
[1088] [!] FunName: NtReadOnlyEnlistment                               ServiceID: 0113
[1088] [!] FunName: NtReadRequestData                                  ServiceID: 0114
[1088] [!] FunName: NtReadVirtualMemory                                ServiceID: 0115
[1088] [!] FunName: NtRecoverEnlistment                                ServiceID: 0116
[1088] [!] FunName: NtRecoverResourceManager                           ServiceID: 0117
[1088] [!] FunName: NtRecoverTransactionManager                        ServiceID: 0118
[1088] [!] FunName: NtRegisterProtocolAddressInformation               ServiceID: 0119
[1088] [!] FunName: NtRegisterThreadTerminatePort                      ServiceID: 011A
[1088] [!] FunName: NtReleaseKeyedEvent                                ServiceID: 011B
[1088] [!] FunName: NtReleaseMutant                                    ServiceID: 011C
[1088] [!] FunName: NtReleaseSemaphore                                 ServiceID: 011D
[1088] [!] FunName: NtReleaseWorkerFactoryWorker                       ServiceID: 011E
[1088] [!] FunName: NtRemoveIoCompletion                               ServiceID: 011F
[1088] [!] FunName: NtRemoveIoCompletionEx                             ServiceID: 0120
[1088] [!] FunName: NtRemoveProcessDebug                               ServiceID: 0121
[1088] [!] FunName: NtRenameKey                                        ServiceID: 0122
[1088] [!] FunName: NtRenameTransactionManager                         ServiceID: 0123
[1088] [!] FunName: NtReplaceKey                                       ServiceID: 0124
[1088] [!] FunName: NtReplacePartitionUnit                             ServiceID: 0125
